Date,Type,Category,Amount,Comment
2018-07-07,Расход,Продукты,1062.79,Пятёрочка
2018-07-07,Расход,Перевод,11955.89,Благотворительность
2018-07-08,Расход,Развлечения,1433.54,Бар
2018-07-08,Расход,Развлечения,1590.55,Бар
2018-07-08,Расход,Наличка,10170.02,Размен
2018-07-08,Расход,Продукты,2870.67,Бристоль
2018-07-08,Расход,Досуг,310.46,Хобби
2018-07-08,Расход,Продукты,718.0,Бристоль
2018-07-09,Расход,Развлечения,1903.67,Кафе
2018-07-09,Расход,Продукты,819.99,Лента
2018-07-09,Расход,Продукты,549.61,ВкусВилл
2018-07-10,Расход,Перевод,3155.15,Перевод родителям
2018-07-10,Расход,Развлечения,4762.08,Ресторан
2018-07-10,Расход,Развлечения,4646.93,Доставка еды
2018-07-10,Расход,Перевод,13625.44,Перевод родителям
2018-07-10,Расход,Продукты,3880.6,Пятёрочка
2018-07-10,Расход,Здоровье,6988.4,Стоматолог
2018-07-11,Доход,Наличка,11712.26,Пополнение наличными
2018-07-13,Расход,Транспорт,165.36,Метро
2018-07-14,Расход,Перевод,4621.58,Алименты
2018-07-14,Расход,Развлечения,4202.72,Доставка еды
2018-07-14,Расход,Развлечения,2227.93,Ресторан
2018-07-14,Расход,Наличка,4304.3,Снятие наличных
2018-07-14,Расход,Прочее,6119.72,Зоотовары
2018-07-15,Расход,Перевод,17416.74,Алименты
2018-07-15,Расход,Развлечения,2198.83,Бар
2018-07-15,Расход,Досуг,2282.08,Книги
2018-07-15,Расход,Здоровье,1901.08,Массаж
2018-07-16,Расход,Жилье,32735.02,Интернет
2018-07-17,Расход,Жилье,9960.61,Газ
2018-07-17,Расход,Продукты,914.71,Дикси
2018-07-17,Расход,Наличка,10762.61,ATM
2018-07-17,Расход,Наличка,7063.51,Снятие наличных
2018-07-17,Расход,Здоровье,7280.02,Очки
2018-07-17,Расход,Продукты,1939.3,Перекрёсток
2018-07-17,Доход,Перевод,9759.62,Перевод от родителей
2018-07-18,Расход,Наличка,6916.19,ATM
2018-07-18,Расход,Жилье,32645.91,Аренда квартиры
2018-07-18,Расход,Транспорт,643.98,Uber
2018-07-18,Расход,Прочее,2941.84,Канцелярия
2018-07-19,Расход,Прочее,8660.87,Техника
2018-07-20,Расход,Досуг,1556.22,Авито
2018-07-20,Доход,Зарплата,59604.04,Бонус
2018-07-21,Расход,Здоровье,188.4,Массаж
2018-07-21,Расход,Досуг,967.79,Netflix
2018-07-21,Расход,Продукты,1588.6,Дикси
2018-07-22,Расход,Развлечения,1943.64,Доставка еды
2018-07-22,Расход,Здоровье,1554.85,Витамины
2018-07-22,Расход,Транспорт,1883.47,Бензин
2018-07-23,Расход,Перевод,10056.34,Долг
2018-07-23,Расход,Продукты,2052.91,Бристоль
2018-07-23,Расход,Досуг,186.39,Игры
2018-07-23,Расход,Продукты,4312.51,Дикси
2018-07-23,Расход,Перевод,17196.14,Перевод родителям
2018-07-23,Доход,Перевод,16775.34,Кэшбэк
2018-07-24,Расход,Развлечения,5254.87,Концерт
2018-07-24,Доход,Наличка,17361.09,Продажа вещей на Авито
2018-07-24,Доход,Перевод,156160.8,Наследство
2018-07-25,Расход,Транспорт,1956.81,Такси
2018-07-26,Расход,Транспорт,1987.41,Электричка
2018-07-26,Расход,Наличка,7914.74,Размен
2018-07-27,Расход,Прочее,4018.52,Подарок
2018-07-27,Расход,Транспорт,1532.36,Автобус
2018-07-27,Расход,Транспорт,1569.03,Электричка
2018-07-27,Расход,Транспорт,806.7,Автобус
2018-07-28,Расход,Транспорт,1110.24,Автобус
2018-07-28,Расход,Здоровье,7257.1,Очки
2018-07-28,Расход,Жилье,26506.8,Ремонт
2018-07-29,Расход,Продукты,3046.25,Лента
2018-07-29,Расход,Развлечения,2005.59,Пицца
2018-07-29,Расход,Досуг,930.81,Книги
2018-07-29,Расход,Прочее,4376.23,Подарок
2018-07-30,Расход,Транспорт,1292.63,Такси
2018-07-30,Расход,Продукты,331.09,Метро
2018-07-31,Расход,Досуг,2985.69,Игры
2018-07-31,Расход,Продукты,189.38,Лента
2018-08-01,Расход,Наличка,4678.4,Снятие наличных
2018-08-01,Расход,Перевод,8328.5,Благотворительность
2018-08-01,Расход,Перевод,4989.16,Благотворительность
2018-08-01,Расход,Перевод,16271.27,Перевод другу
2018-08-01,Расход,Перевод,8258.32,Благотворительность
2018-08-03,Расход,Наличка,5721.29,Снятие наличных
2018-08-03,Расход,Досуг,2110.26,Игры
2018-08-03,Расход,Жилье,8427.23,Аренда квартиры
2018-08-03,Расход,Наличка,4984.12,ATM
2018-08-03,Расход,Наличка,7832.42,Размен
2018-08-04,Расход,Досуг,2531.0,Хобби
2018-08-04,Расход,Досуг,912.5,Хобби
2018-08-05,Расход,Продукты,4165.99,Ашан
2018-08-05,Расход,Досуг,461.65,Netflix
2018-08-05,Расход,Досуг,594.9,Spotify
2018-08-05,Доход,Зарплата,64383.65,Квартальная премия
2018-08-06,Расход,Развлечения,384.45,Кафе
2018-08-06,Расход,Перевод,8865.83,Перевод родителям
2018-08-06,Доход,Наличка,16827.16,Сдача
2018-08-07,Расход,Продукты,1336.72,Магнит
2018-08-08,Расход,Перевод,19237.76,Благотворительность
2018-08-08,Расход,Прочее,8320.07,Техника
2018-08-08,Расход,Транспорт,2537.84,Яндекс.Такси
2018-08-09,Расход,Развлечения,5768.43,Бар
2018-08-10,Расход,Развлечения,1765.94,Суши
2018-08-11,Расход,Развлечения,1426.17,Доставка еды
2018-08-11,Расход,Досуг,2530.59,Игры
2018-08-11,Расход,Развлечения,2713.26,Кафе
2018-08-11,Расход,Развлечения,5079.31,Кино
2018-08-12,Расход,Досуг,431.8,Хобби
2018-08-12,Расход,Транспорт,496.16,Самокат
2018-08-13,Расход,Продукты,1794.68,Магнит
2018-08-13,Расход,Прочее,1535.57,Канцелярия
2018-08-13,Расход,Продукты,2904.17,Перекрёсток
2018-08-13,Расход,Транспорт,181.98,Электричка
2018-08-13,Расход,Жилье,18565.53,Газ
2018-08-15,Расход,Развлечения,3164.95,Бар
2018-08-15,Расход,Прочее,4764.24,Зоотовары
2018-08-16,Расход,Досуг,233.11,Игры
2018-08-16,Расход,Транспорт,1708.75,Автобус
2018-08-16,Расход,Жилье,18060.57,Газ
2018-08-16,Расход,Досуг,1448.72,Хобби
2018-08-17,Расход,Досуг,1105.12,Хобби
2018-08-17,Расход,Жилье,31734.73,Управляющая компания
2018-08-17,Расход,Развлечения,774.08,Бар
2018-08-18,Расход,Транспорт,1397.24,Бензин
2018-08-19,Расход,Прочее,710.16,Цветы
2018-08-20,Расход,Наличка,13196.44,Снятие наличных
2018-08-20,Доход,Зарплата,68770.08,13-я зарплата
2018-08-21,Расход,Развлечения,3360.43,Суши
2018-08-21,Доход,Перевод,19996.58,Фриланс
2018-08-22,Расход,Прочее,6675.22,Техника
2018-08-22,Расход,Продукты,2124.54,Магнит
2018-08-23,Расход,Транспорт,137.64,Автобус
2018-08-24,Расход,Продукты,1423.14,Перекрёсток
2018-08-24,Расход,Здоровье,950.84,Анализы
2018-08-24,Расход,Наличка,13229.99,ATM
2018-08-24,Расход,Продукты,492.04,Перекрёсток
2018-08-24,Расход,Продукты,917.83,Пятёрочка
2018-08-24,Расход,Развлечения,3195.78,Концерт
2018-08-24,Доход,Перевод,22166.32,Кэшбэк
2018-08-25,Расход,Здоровье,5760.54,Спортзал
2018-08-25,Доход,Перевод,4984.71,Перевод от родителей
2018-08-26,Расход,Здоровье,1535.36,Витамины
2018-08-26,Расход,Развлечения,3106.83,Кино
2018-08-26,Расход,Развлечения,3493.82,Доставка еды
2018-08-26,Расход,Продукты,1901.07,Рынок
2018-08-26,Расход,Продукты,3211.0,ВкусВилл
2018-08-27,Доход,Перевод,10209.2,Возврат долга
2018-08-28,Расход,Досуг,1064.75,Steam
2018-08-28,Расход,Транспорт,2673.2,Яндекс.Такси
2018-08-30,Расход,Транспорт,2704.46,Автобус
2018-08-30,Расход,Транспорт,61.14,Автобус
2018-08-30,Расход,Жилье,21714.94,Электричество
2018-08-30,Расход,Здоровье,4211.61,Спортзал
2018-08-30,Доход,Перевод,24930.34,Подработка
2018-08-31,Расход,Перевод,14959.13,Перевод другу
2018-09-01,Расход,Досуг,794.28,YouTube Premium
2018-09-01,Расход,Продукты,2868.59,Дикси
2018-09-01,Расход,Развлечения,1444.96,Кино
2018-09-01,Расход,Транспорт,2993.25,Метро
2018-09-01,Расход,Развлечения,705.08,Театр
2018-09-02,Расход,Прочее,2645.72,Техника
2018-09-02,Расход,Развлечения,5826.99,Суши
2018-09-02,Доход,Перевод,4131.47,Кэшбэк
2018-09-04,Расход,Продукты,1598.25,Метро
2018-09-04,Расход,Прочее,3400.45,Подарок
2018-09-04,Расход,Продукты,4361.36,Метро
2018-09-04,Расход,Жилье,20860.31,Ремонт
2018-09-05,Расход,Жилье,4231.04,Интернет
2018-09-05,Расход,Жилье,25824.29,Аренда квартиры
2018-09-05,Доход,Зарплата,45788.52,Аванс
2018-09-06,Расход,Жилье,4710.86,Электричество
2018-09-07,Доход,Перевод,5479.43,Перевод от друга
2018-09-08,Расход,Развлечения,880.07,Боулинг
2018-09-08,Расход,Перевод,13513.63,Перевод другу
2018-09-09,Расход,Продукты,4032.68,ВкусВилл
2018-09-09,Расход,Развлечения,1103.17,Пицца
2018-09-09,Расход,Перевод,11172.07,Перевод родителям
